Giornata,Data,Squadra,Campo,Avversario,Risultato squadra,Esito,Periodo,Goal previsti (xG),Possesso palla %,Tiri totali,Tiri in porta,Grandi occasioni,Calci d'angolo,Passaggi riusciti,Passaggi totali,Passaggi %,Cartellini gialli,Cartellini rossi,xG sui Tiri in porta (xGOT),Tiri fuori,Tiri fermati,Tiri dall'area di rigore,Tiri da fuori area,Pali colpiti,Palloni toccati nell'area avversaria,Passaggi filtranti riusciti,Fuorigioco,Punizioni,Passaggi lunghi riusciti,Passaggi lunghi totali,Passaggi lunghi %,Passaggi offensivi riusciti,Passaggi offensivi totali,Passaggi offensivi %,Cross riusciti,Cross totali,Cross %,Assist previsti (xA),Rimesse Laterali,Falli,Tackles riusciti,Tackles totali,Tackles %,Contrasti vinti,Respinte difensive,Palle intercettate,Errori che hanno portato al tiro,Errori che hanno portato al gol,Parate,xGot affrontati,Gol evitati,Gol di testa
3,13.09.2025,Juventus,Casa,Inter,4-3,V,2° tempo,0.24,46,5,2,1,1,172,198,87,1,,0.98,2,1,2,3,0,4,0,1,6,9,14,64,36,51,71,2,3,67,0.2,8,5,6,9,67,25,23,3,1,0,0,0.47,-1.53,1
3,13.09.2025,Inter,Trasferta,Juventus,3-4,P,2° tempo,0.45,54,8,2,1,6,197,222,89,2,,0.47,3,3,5,3,0,20,0,1,5,8,12,67,85,99,86,7,19,37,0.72,11,6,3,7,43,20,5,1,0,0,0,0.98,-1.02,1
3,14.09.2025,Milan,Casa,Bologna,1-0,V,Totale,1,39,14,3,3,7,286,336,85,3,,1.11,7,4,10,4,4,23,2,2,16,17,34,50,62,85,73,3,14,21,0.79,18,17,11,14,79,48,24,5,1,0,0,0,0,
3,14.09.2025,Bologna,Trasferta,Milan,0-1,P,Totale,0.17,61,5,0,0,4,453,521,87,2,,0,2,3,3,2,1,9,0,1,17,31,52,60,78,102,76,5,19,26,0.24,12,16,7,13,54,47,19,5,3,0,2,1.11,0.11,
3,14.09.2025,Milan,Casa,Bologna,1-0,V,1° tempo,0.39,41,6,1,1,6,161,183,88,3,,0.17,3,2,4,2,2,8,0,1,6,9,18,50,21,30,70,1,9,11,0.08,8,13,3,6,50,20,8,2,0,0,0,0,0,
3,14.09.2025,Bologna,Trasferta,Milan,0-1,P,1° tempo,0.11,59,3,0,0,1,236,268,88,0,,0,1,2,2,1,1,5,0,1,13,14,24,58,37,48,77,2,6,33,0.1,2,6,4,7,57,30,12,1,1,0,1,0.17,0.17,
3,14.09.2025,Milan,Casa,Bologna,1-0,V,2° tempo,0.61,37,8,2,2,1,125,153,82,0,,0.94,4,2,6,2,2,15,2,1,10,8,16,50,41,55,75,2,5,40,0.71,10,4,8,8,100,28,16,3,1,0,0,0,0,
3,14.09.2025,Bologna,Trasferta,Milan,0-1,P,2° tempo,0.06,63,2,0,0,3,217,253,86,2,,0,1,1,1,1,0,4,0,0,4,17,28,61,41,54,76,3,13,23,0.14,10,10,3,6,50,17,7,4,2,0,1,0.94,-0.06,
3,14.09.2025,Pisa,Casa,Udinese,0-1,P,Totale,0.53,51,12,2,2,8,318,382,83,1,,0.06,6,4,9,3,0,22,0,1,15,21,41,51,81,109,74,5,29,17,0.5,16,13,9,14,64,57,23,4,2,0,2,0.87,-0.13,
3,14.09.2025,Udinese,Trasferta,Pisa,1-0,V,Totale,1,49,13,3,4,6,301,375,80,2,,0.87,4,6,7,6,0,23,0,1,13,21,55,38,62,96,65,1,17,6,0.54,20,15,7,13,54,43,34,5,2,0,2,0.06,0.06,
3,14.09.2025,Pisa,Casa,Udinese,0-1,P,1° tempo,0.23,40,5,1,2,3,131,162,81,1,,0.02,3,1,4,1,0,8,0,1,6,13,26,50,20,30,67,2,6,33,0.18,6,5,2,4,50,25,16,3,1,0,1,0.8,-0.2,
3,14.09.2025,Udinese,Trasferta,Pisa,1-0,V,1° tempo,0.52,60,10,2,2,4,210,246,85,1,,0.8,2,6,5,5,0,11,0,1,5,11,25,44,41,62,66,0,9,0,0.22,14,6,4,6,67,18,10,0,2,0,1,0.02,0.02,
3,14.09.2025,Pisa,Casa,Udinese,0-1,P,2° tempo,0.3,64,7,1,0,5,187,220,85,0,,0.04,3,3,5,2,0,14,0,0,9,8,15,53,61,79,77,3,23,13,0.32,10,8,7,10,70,32,7,1,1,0,1,0.07,0.07,
3,14.09.2025,Udinese,Trasferta,Pisa,1-0,V,2° tempo,0.48,36,3,1,2,2,91,129,71,1,,0.07,2,0,2,1,0,12,0,0,8,10,30,33,21,34,62,1,8,13,0.32,6,9,3,7,43,25,24,5,0,0,1,0.04,0.04,
3,14.09.2025,Roma,Casa,Torino,0-1,P,Totale,1.14,73,22,5,0,7,530,590,90,2,,0.8,10,7,12,10,0,30,0,1,17,25,40,63,163,194,84,7,31,23,0.92,19,11,6,12,50,51,11,7,0,0,3,2.14,1.14,
3,14.09.2025,Torino,Trasferta,Roma,1-0,V,Totale,0.65,27,8,4,1,4,155,223,70,3,,2.14,3,1,4,4,0,9,0,4,11,16,55,29,42,84,50,3,7,43,0.54,14,17,15,23,65,58,42,5,0,0,5,0.8,0.8,
3,14.09.2025,Roma,Casa,Torino,0-1,P,1° tempo,0.42,70,9,2,0,3,264,294,90,0,,0.31,2,5,4,5,0,7,0,0,8,12,22,55,68,88,77,3,10,30,0.37,8,5,2,6,33,23,8,6,0,0,1,0.5,0.5,
3,14.09.2025,Torino,Trasferta,Roma,1-0,V,1° tempo,0.29,30,3,1,1,1,92,122,75,2,,0.5,2,0,2,1,0,2,0,1,5,11,27,41,23,41,56,2,6,33,0.33,9,8,4,8,50,24,16,3,0,0,2,0.31,0.31,
3,14.09.2025,Roma,Casa,Torino,0-1,P,2° tempo,0.72,76,13,3,0,4,266,296,90,2,,0.49,8,2,8,5,0,23,0,1,9,13,18,72,95,106,90,4,21,19,0.55,11,6,4,6,67,28,3,1,0,0,2,1.64,0.64,
3,14.09.2025,Torino,Trasferta,Roma,1-0,V,2° tempo,0.36,24,5,3,0,3,63,101,62,1,,1.64,1,1,2,3,0,7,0,3,6,5,28,18,19,43,44,1,1,100,0.21,5,9,11,15,73,34,26,2,0,0,3,0.49,0.49,
3,14.09.2025,Sassuolo,Casa,Lazio,1-0,V,Totale,1.16,41,10,3,1,3,350,415,84,6,,1.72,5,2,8,2,0,22,0,0,11,25,52,48,52,85,61,4,10,40,0.33,18,15,12,20,60,49,31,12,0,0,3,1.05,1.05,
3,14.09.2025,Lazio,Trasferta,Sassuolo,0-1,P,Totale,0.76,59,13,3,1,7,514,590,87,3,,1.05,6,4,11,2,0,21,1,1,15,15,40,38,127,170,75,5,24,21,0.6,18,11,7,12,58,42,15,9,1,0,2,1.72,0.72,
3,14.09.2025,Sassuolo,Casa,Lazio,1-0,V,1° tempo,0.26,42,5,2,0,0,201,238,84,2,,0.94,2,1,4,1,0,8,0,0,6,11,25,44,23,41,56,2,4,50,0.14,11,7,5,9,56,22,12,5,0,0,0,0,0,
3,14.09.2025,Lazio,Trasferta,Sassuolo,0-1,P,1° tempo,0.11,58,4,0,0,2,295,333,89,2,,0,2,2,3,1,0,7,0,1,7,8,20,40,52,74,70,1,8,13,0.18,7,6,4,5,80,17,7,6,1,0,2,0.94,0.94,
3,14.09.2025,Sassuolo,Casa,Lazio,1-0,V,2° tempo,0.9,40,5,1,1,3,149,177,84,4,,0.78,3,1,4,1,0,14,0,0,5,14,27,52,29,44,66,2,6,33,0.19,7,8,7,11,64,27,19,7,0,0,3,1.05,1.05,
3,14.09.2025,Lazio,Trasferta,Sassuolo,0-1,P,2° tempo,0.65,60,9,3,1,5,219,257,85,1,,1.05,4,2,8,1,0,14,1,0,8,7,20,35,75,96,78,4,16,25,0.42,11,5,3,7,43,25,8,3,0,0,0,0.78,-0.22,
3,15.09.2025,Verona,Casa,Cremonese,0-0,N,Totale,1.46,46,20,9,3,10,332,412,81,2,,1.37,6,5,12,8,0,27,3,4,3,20,50,40,83,129,64,4,24,17,0.92,15,18,7,11,64,40,21,9,0,0,3,0.33,0.33,
3,15.09.2025,Cremonese,Trasferta,Verona,0-0,N,Totale,0.25,54,6,2,0,1,401,492,82,1,,0.33,2,2,2,4,0,5,0,1,18,21,58,36,39,79,49,3,7,43,0.41,19,3,3,8,38,48,33,4,2,0,9,1.37,1.37,
3,15.09.2025,Verona,Casa,Cremonese,0-0,N,1° tempo,0.69,51,12,5,3,8,158,197,80,2,,0.83,4,3,7,5,0,12,1,3,2,14,29,48,41,67,61,4,16,25,0.56,5,12,2,2,100,20,10,5,0,0,0,0,0,
3,15.09.2025,Cremonese,Trasferta,Verona,0-0,N,1° tempo,0.1,49,2,0,0,0,155,205,76,0,,0,1,1,1,1,0,1,0,1,12,14,37,38,13,34,38,1,1,100,0.14,11,2,0,2,0,24,17,2,1,0,5,0.83,0.83,
3,15.09.2025,Verona,Casa,Cremonese,0-0,N,2° tempo,0.77,43,8,4,0,2,174,215,81,0,,0.54,2,2,5,3,0,15,2,1,1,6,21,29,42,62,68,0,8,0,0.36,10,6,5,9,56,20,11,4,0,0,3,0.33,0.33,
3,15.09.2025,Cremonese,Trasferta,Verona,0-0,N,2° tempo,0.15,57,4,2,0,1,246,287,86,1,,0.33,1,1,1,3,0,4,0,0,6,7,21,33,26,45,58,2,6,33,0.27,8,1,3,6,50,24,16,2,1,0,4,0.54,0.54,
4,20.09.2025,Bologna,Casa,Genoa,2-1,V,Totale,1.59,59,14,6,2,8,320,406,79,1,,2.56,5,3,12,2,1,25,0,4,15,36,75,48,86,136,63,5,19,26,0.72,26,12,9,13,69,58,22,9,0,0,3,0.96,-0.04,
4,20.09.2025,Genoa,Trasferta,Bologna,1-2,P,Totale,0.53,41,7,4,2,2,196,290,68,5,,0.96,2,1,5,2,0,11,1,1,12,33,82,40,38,73,52,2,9,22,0.56,28,15,13,20,65,54,25,8,0,0,4,2.56,0.56,
4,20.09.2025,Bologna,Casa,Genoa,2-1,V,1° tempo,0.22,60,6,2,0,4,160,198,81,1,,0.33,1,3,4,2,0,8,0,3,7,19,35,54,31,57,54,1,7,14,0.15,9,6,2,4,50,28,12,4,0,0,3,0.77,0.77,
4,20.09.2025,Genoa,Trasferta,Bologna,1-2,P,1° tempo,0.3,40,4,3,0,2,91,131,69,3,,0.77,1,0,3,1,0,8,1,0,6,13,35,37,12,20,60,1,7,14,0.45,15,7,4,6,67,19,10,3,0,0,2,0.33,0.33,
4,20.09.2025,Bologna,Casa,Genoa,2-1,V,2° tempo,1.37,58,8,4,2,4,160,208,77,0,,2.23,4,0,8,0,1,17,0,1,8,17,40,43,55,79,70,4,12,33,0.57,17,6,7,9,78,30,10,5,0,0,0,0.19,-0.81,
4,20.09.2025,Genoa,Trasferta,Bologna,1-2,P,2° tempo,0.23,42,3,1,2,0,105,159,66,2,,0.19,1,1,2,1,0,3,0,1,6,20,47,43,26,53,49,1,2,50,0.11,13,8,9,14,64,35,15,5,0,0,2,2.23,0.23,
4,21.09.2025,Cremonese,Casa,Parma,0-0,N,Totale,0.12,52,3,1,0,3,343,416,82,1,,0.49,1,1,2,1,0,12,0,6,8,24,58,41,56,83,67,3,14,21,0.51,18,16,4,10,40,38,41,3,0,0,3,0.17,0.17,
4,21.09.2025,Parma,Trasferta,Cremonese,0-0,N,Totale,0.84,48,15,3,0,3,307,377,81,0,,0.17,6,6,10,5,1,14,0,0,16,20,50,40,63,106,59,5,19,26,0.62,20,8,11,16,69,44,20,7,0,0,1,0.49,0.49,
4,21.09.2025,Cremonese,Casa,Parma,0-0,N,1° tempo,0,48,0,0,0,0,163,202,81,,,0,0,0,0,0,0,0,0,3,4,14,34,41,25,40,63,0,4,0,0.05,8,7,2,4,50,16,16,3,0,0,1,0.06,0.06,
4,21.09.2025,Parma,Trasferta,Cremonese,0-0,N,1° tempo,0.28,52,5,1,0,1,180,216,83,,,0.06,2,2,3,2,1,4,0,0,7,14,30,47,24,44,55,1,7,14,0.23,13,4,4,6,67,21,6,4,0,0,0,0,0,
4,21.09.2025,Cremonese,Casa,Parma,0-0,N,2° tempo,0.12,57,3,1,0,3,180,214,84,1,,0.49,1,1,2,1,0,12,0,3,4,10,24,42,31,43,72,3,10,30,0.46,10,9,2,6,33,22,25,0,0,0,2,0.11,0.11,
4,21.09.2025,Parma,Trasferta,Cremonese,0-0,N,2° tempo,0.56,43,10,2,0,2,127,161,79,0,,0.11,4,4,7,3,0,10,0,0,9,6,20,30,39,62,63,4,12,33,0.39,7,4,7,10,70,23,14,3,0,0,1,0.49,0.49,
4,21.09.2025,Fiorentina,Casa,Como,1-2,P,Totale,0.49,39,8,1,0,2,241,313,77,4,,0.44,4,3,4,4,0,14,0,2,19,22,52,42,43,79,54,3,16,19,0.3,10,16,11,22,50,60,17,11,0,0,5,1.14,-0.86,0
4,21.09.2025,Como,Trasferta,Fiorentina,2-1,V,Totale,1.25,61,19,7,4,6,426,502,85,3,,1.14,9,3,10,9,0,24,1,2,16,24,43,56,94,125,75,5,19,26,0.72,17,19,11,18,61,58,33,5,0,0,0,0.44,-0.56,1
4,21.09.2025,Fiorentina,Casa,Como,1-2,P,1° tempo,0.41,35,5,1,0,2,115,148,78,1,,0.44,2,2,3,2,0,8,0,1,8,8,23,35,23,42,55,2,8,25,0.15,6,7,4,8,50,24,3,9,0,0,2,0.23,0.23,
4,21.09.2025,Como,Trasferta,Fiorentina,2-1,V,1° tempo,0.39,65,5,2,1,2,242,284,85,1,,0.23,2,1,2,3,0,3,1,2,7,10,21,48,39,50,78,3,8,38,0.26,6,8,6,7,86,20,13,2,0,0,0,0.44,-0.56,
4,21.09.2025,Fiorentina,Casa,Como,1-2,P,2° tempo,0.08,43,3,0,0,0,126,165,76,3,,0,2,1,1,2,0,6,0,1,11,14,29,48,20,37,54,1,8,13,0.15,4,9,7,14,50,36,14,2,0,0,3,0.91,-1.09,0
4,21.09.2025,Como,Trasferta,Fiorentina,2-1,V,2° tempo,0.86,57,14,5,3,4,184,218,84,2,,0.91,7,2,8,6,0,21,0,0,9,14,22,64,55,75,73,2,11,18,0.46,11,11,5,11,45,38,20,3,0,0,0,0,0,1
4,21.09.2025,Inter,Casa,Sassuolo,2-1,V,Totale,1.9,61,20,6,5,7,433,489,89,2,,1.38,8,6,16,4,0,45,0,2,8,24,39,62,139,172,81,10,26,38,1.71,15,15,14,18,78,50,23,2,0,0,4,1.42,0.42,
4,21.09.2025,Sassuolo,Trasferta,Inter,1-2,P,Totale,0.89,39,9,5,2,3,257,316,81,1,,1.42,1,3,5,4,0,10,1,3,15,28,54,52,37,60,62,1,8,13,0.56,12,8,6,19,32,53,32,5,0,0,5,1.38,0.38,
4,21.09.2025,Inter,Casa,Sassuolo,2-1,V,1° tempo,0.94,62,8,2,2,2,231,257,90,1,,0.55,6,0,6,2,0,17,0,0,2,14,21,67,50,64,78,5,12,42,0.41,7,8,10,12,83,28,12,0,0,0,1,0.08,0.08,
4,21.09.2025,Sassuolo,Trasferta,Inter,1-2,P,1° tempo,0.1,38,3,1,0,2,131,163,80,0,,0.08,1,1,2,1,0,5,0,3,8,12,29,41,17,35,49,0,4,0,0.04,7,2,4,13,31,29,16,1,0,0,1,0.55,-0.45,
4,21.09.2025,Inter,Casa,Sassuolo,2-1,V,2° tempo,0.96,60,12,4,3,5,202,232,87,1,,0.83,2,6,10,2,0,28,0,2,6,10,18,56,89,108,82,5,14,36,1.3,8,7,4,6,67,22,11,2,0,0,3,1.34,0.34,
4,21.09.2025,Sassuolo,Trasferta,Inter,1-2,P,2° tempo,0.79,40,6,4,2,1,126,153,82,1,,1.34,0,2,3,3,0,5,1,0,7,16,25,64,20,25,80,1,4,25,0.52,5,6,2,6,33,24,16,4,0,0,4,0.83,0.83,
4,21.09.2025,Lazio,Casa,Roma,0-1,P,Totale,1.05,49,10,2,1,3,315,390,81,1,2,0.19,8,0,6,4,1,14,1,0,22,19,43,44,53,81,65,3,15,20,0.38,14,14,9,14,64,56,16,8,0,1,5,1.53,0.53,
4,21.09.2025,Roma,Trasferta,Lazio,1-0,V,Totale,1.16,51,13,6,1,6,336,408,82,1,0,1.53,6,1,12,1,0,23,0,4,14,24,47,51,104,129,81,4,17,24,1.15,20,22,9,17,53,43,20,11,1,0,2,0.19,0.19,
4,21.09.2025,Lazio,Casa,Roma,0-1,P,1° tempo,0.17,44,4,1,0,1,148,180,82,,,0.14,3,0,2,2,0,5,0,0,10,8,16,50,23,37,62,2,4,50,0.08,7,4,3,3,100,22,8,4,0,1,4,1.4,0.4,
4,21.09.2025,Roma,Trasferta,Lazio,1-0,V,1° tempo,0.53,56,8,5,1,2,199,230,87,,,1.4,2,1,7,1,0,12,0,2,4,9,19,47,62,74,84,3,8,38,0.7,14,10,4,7,57,17,7,6,0,0,1,0.14,0.14,
4,21.09.2025,Lazio,Casa,Roma,0-1,P,2° tempo,0.88,54,6,1,1,2,167,210,80,1,2,0.05,5,0,4,2,1,9,1,0,12,11,27,41,30,44,68,1,11,9,0.3,7,10,6,11,55,34,8,4,0,0,1,0.13,0.13,
4,21.09.2025,Roma,Trasferta,Lazio,1-0,V,2° tempo,0.63,46,5,1,0,4,137,178,77,1,0,0.13,4,0,5,0,0,11,0,2,10,15,28,54,42,55,76,1,9,11,0.45,6,12,5,10,50,26,13,5,1,0,1,0.05,0.05,
4,19.09.2025,Lecce,Casa,Cagliari,1-2,P,Totale,0.99,52,11,5,2,4,319,378,84,2,,1.04,6,0,8,3,0,18,0,0,19,26,45,58,72,99,73,7,16,44,0.82,23,10,8,17,47,60,23,3,1,0,4,2.67,0.67,1
4,19.09.2025,Cagliari,Trasferta,Lecce,2-1,V,Totale,2.24,48,15,6,3,7,284,351,81,3,,2.67,6,3,13,2,2,29,1,2,10,15,40,38,55,82,67,5,18,28,0.95,15,19,8,20,40,49,17,10,1,0,4,1.04,0.04,0
4,19.09.2025,Lecce,Casa,Cagliari,1-2,P,1° tempo,0.72,47,6,3,1,2,133,160,83,2,,0.87,3,0,4,2,0,9,0,0,10,15,24,63,39,48,81,4,9,44,0.63,8,4,4,7,57,28,17,0,1,0,3,1.76,0.76,1
4,19.09.2025,Cagliari,Trasferta,Lecce,2-1,V,1° tempo,1.18,53,11,4,2,7,150,182,82,1,,1.76,4,3,10,1,2,21,1,1,4,10,18,56,28,46,61,5,14,36,0.8,8,10,4,8,50,24,7,5,0,0,2,0.87,-0.13,0
4,19.09.2025,Lecce,Casa,Cagliari,1-2,P,2° tempo,0.27,56,5,2,1,2,186,218,85,0,,0.17,3,0,4,1,0,9,0,0,9,11,21,52,33,51,65,3,7,43,0.19,15,6,4,10,40,32,6,3,0,0,1,0.91,-0.09,
4,19.09.2025,Cagliari,Trasferta,Lecce,2-1,V,2° tempo,1.06,44,4,2,1,0,134,169,79,2,,0.91,2,0,3,1,0,8,0,1,6,5,22,23,27,36,75,0,4,0,0.15,7,9,4,12,33,25,10,5,1,0,2,0.17,0.17,
4,22.09.2025,Napoli,Casa,Pisa,3-2,V,Totale,1.09,63,18,6,0,5,533,594,90,1,,2.17,4,8,12,6,0,29,1,1,18,15,29,52,112,143,78,2,16,13,1,17,10,12,16,75,46,14,8,1,1,4,3.18,1.18,
4,22.09.2025,Pisa,Trasferta,Napoli,2-3,P,Totale,2.61,37,15,6,4,3,267,331,81,2,,3.18,3,6,11,4,0,17,0,0,10,20,44,45,59,78,76,3,15,20,0.96,11,18,16,19,84,42,20,8,3,0,3,2.17,-0.83,
4,22.09.2025,Napoli,Casa,Pisa,3-2,V,1° tempo,0.42,62,8,2,0,4,260,295,88,,,0.87,1,5,6,2,0,17,0,1,4,5,12,42,56,72,78,1,12,8,0.32,11,5,5,7,71,17,9,3,0,0,2,1.1,1.1,
4,22.09.2025,Pisa,Trasferta,Napoli,2-3,P,1° tempo,0.45,38,7,2,1,2,140,178,79,,,1.1,2,3,5,2,0,8,0,0,5,12,28,43,37,51,73,2,7,29,0.45,8,4,5,8,63,22,11,4,1,0,1,0.87,-0.13,
4,22.09.2025,Napoli,Casa,Pisa,3-2,V,2° tempo,0.67,65,10,4,0,1,273,299,91,1,,1.3,3,3,6,4,0,12,1,0,14,10,17,59,56,71,79,1,4,25,0.68,6,5,7,9,78,29,5,5,1,1,2,2.08,0.08,
4,22.09.2025,Pisa,Trasferta,Napoli,2-3,P,2° tempo,2.16,35,8,4,3,1,127,153,83,2,,2.08,1,3,6,2,0,9,0,0,5,8,16,50,22,27,81,1,8,13,0.51,3,14,11,11,100,20,9,4,2,0,2,1.3,-0.7,
4,21.09.2025,Torino,Casa,Atalanta,0-3,P,Totale,1.19,39,11,5,2,1,324,386,84,,,1.28,3,3,5,6,0,19,0,1,9,24,46,52,62,97,64,2,13,15,0.75,16,11,9,14,64,38,19,12,0,0,2,2.66,-0.34,
4,21.09.2025,Atalanta,Trasferta,Torino,3-0,V,Totale,1.64,61,9,5,2,0,541,617,88,,,2.66,3,1,8,1,1,20,1,0,11,34,66,52,102,127,80,3,10,30,1.36,13,9,11,16,69,48,20,3,0,0,5,1.28,1.28,
4,21.09.2025,Torino,Casa,Atalanta,0-3,P,1° tempo,0.12,34,2,0,0,0,138,169,82,,,0,2,0,1,1,0,4,0,0,5,13,24,54,16,31,52,1,2,50,0.14,5,5,8,11,73,22,12,4,0,0,1,2.54,-0.46,
4,21.09.2025,Atalanta,Trasferta,Torino,3-0,V,1° tempo,1.53,66,7,4,2,0,290,328,88,,,2.54,2,1,7,0,1,14,1,0,5,21,34,62,66,82,80,1,5,20,1.16,5,5,8,11,73,30,6,1,0,0,0,0,0,
4,21.09.2025,Torino,Casa,Atalanta,0-3,P,2° tempo,1.07,44,9,5,2,1,186,217,86,,,1.28,1,3,4,5,0,15,0,1,4,11,22,50,46,66,70,1,11,9,0.61,11,6,1,3,33,16,7,8,0,0,1,0.12,0.12,
4,21.09.2025,Atalanta,Trasferta,Torino,3-0,V,2° tempo,0.11,56,2,1,0,0,251,289,87,,,0.12,1,0,1,1,0,6,0,0,6,13,32,41,36,45,80,2,5,40,0.2,8,4,3,5,60,18,14,2,0,0,5,1.28,1.28,
4,20.09.2025,Udinese,Casa,Milan,0-3,P,Totale,0.34,40,10,4,0,1,351,393,89,2,,0.2,3,3,2,8,0,20,0,3,7,7,19,37,99,121,82,7,18,39,0.5,14,9,13,13,100,35,21,11,0,1,4,1.6,-1.4,
4,20.09.2025,Milan,Trasferta,Udinese,3-0,V,Totale,1.43,60,13,6,2,4,550,607,91,0,,1.6,6,1,11,2,0,29,2,2,9,33,47,70,91,115,79,2,17,12,0.76,18,7,10,17,59,40,17,4,0,0,4,0.2,0.2,
4,20.09.2025,Udinese,Casa,Milan,0-3,P,1° tempo,0.05,36,2,1,0,0,154,177,87,1,,0.01,0,1,0,2,0,4,0,1,3,1,8,13,22,31,71,2,5,40,0.09,8,6,9,9,100,17,13,5,0,0,3,0.5,-0.5,
4,20.09.2025,Milan,Trasferta,Udinese,3-0,V,1° tempo,0.72,64,3,3,2,2,290,316,92,0,,0.5,0,0,3,0,0,14,2,2,6,14,16,88,62,75,83,0,11,0,0.47,16,3,4,8,50,19,5,2,0,0,1,0.01,0.01,
4,20.09.2025,Udinese,Casa,Milan,0-3,P,2° tempo,0.29,43,8,3,0,1,197,216,91,1,,0.19,3,2,2,6,0,16,0,2,4,6,11,55,77,90,86,5,13,38,0.41,6,3,4,4,100,18,8,6,0,1,1,1.1,-0.9,
4,20.09.2025,Milan,Trasferta,Udinese,3-0,V,2° tempo,0.71,57,10,3,0,2,260,291,89,0,,1.1,6,1,8,2,0,15,0,0,3,19,31,61,29,40,73,2,6,33,0.29,2,4,6,9,67,21,12,2,0,0,3,0.19,0.19,
4,20.09.2025,Verona,Casa,Juventus,1-1,N,Totale,1.53,28,14,4,2,5,146,216,68,3,,1.72,8,2,7,7,0,14,0,1,10,16,45,36,43,75,57,3,13,23,0.35,21,18,14,23,61,43,21,15,0,0,3,0.85,-0.15,
4,20.09.2025,Juventus,Trasferta,Verona,1-1,N,Totale,0.47,72,10,4,1,3,495,570,87,3,,0.85,4,2,6,4,0,21,0,1,18,30,49,61,131,167,78,4,20,20,0.86,22,10,9,16,56,58,24,6,1,0,3,1.72,0.72,
4,20.09.2025,Verona,Casa,Juventus,1-1,N,1° tempo,1.16,25,5,2,2,1,76,108,70,2,,1.47,2,1,2,3,0,5,0,0,6,6,19,32,20,31,65,0,7,0,0.11,14,9,6,9,67,15,9,8,0,0,0,0.58,-0.42,
4,20.09.2025,Juventus,Trasferta,Verona,1-1,N,1° tempo,0.27,75,4,1,0,0,288,325,89,2,,0.58,3,0,3,1,0,10,0,0,9,14,24,58,52,70,74,2,7,29,0.5,8,6,3,4,75,22,11,2,1,0,1,1.47,0.47,
4,20.09.2025,Verona,Casa,Juventus,1-1,N,2° tempo,0.37,31,9,2,0,4,70,108,65,1,,0.25,6,1,5,4,0,9,0,1,4,10,26,38,23,44,52,3,6,50,0.24,7,9,8,14,57,28,12,7,0,0,3,0.27,0.27,
4,20.09.2025,Juventus,Trasferta,Verona,1-1,N,2° tempo,0.2,69,6,3,1,3,207,245,84,1,,0.27,1,2,3,3,0,11,0,1,9,16,25,64,79,97,81,2,13,15,0.36,14,4,6,12,50,36,13,4,0,0,2,0.25,0.25,
5,27.09.2025,Cagliari,Casa,Inter,0-2,P,Totale,0.18,42,6,0,1,4,301,374,80,0,,0,4,2,5,1,1,10,0,1,14,27,43,63,59,90,66,4,22,18,0.23,23,13,7,12,58,41,17,17,1,0,3,2.26,0.26,0
5,27.09.2025,Inter,Trasferta,Cagliari,2-0,V,Totale,2.82,58,20,5,7,4,453,537,84,2,,2.26,11,4,15,5,2,38,0,2,13,30,60,50,138,185,75,7,20,35,1.56,15,14,8,11,73,42,20,8,0,0,0,0,0,1
5,27.09.2025,Cagliari,Casa,Inter,0-2,P,1° tempo,0,36,0,0,0,0,126,164,77,0,,0,0,0,0,0,0,1,0,1,10,13,21,62,15,32,47,1,5,20,0.04,10,6,2,4,50,20,9,8,1,0,2,1.09,0.09,0
5,27.09.2025,Inter,Trasferta,Cagliari,2-0,V,1° tempo,0.49,64,7,3,1,2,255,294,87,1,,1.09,2,2,5,2,0,14,0,2,6,20,34,59,66,93,71,3,11,27,0.64,7,10,4,4,100,18,6,4,0,0,0,0,0,1
5,27.09.2025,Cagliari,Casa,Inter,0-2,P,2° tempo,0.18,47,6,0,1,4,175,210,83,0,,0,4,2,5,1,1,9,0,0,4,14,22,64,44,58,76,3,17,18,0.19,13,7,5,8,63,21,8,9,0,0,1,1.17,0.17,
5,27.09.2025,Inter,Trasferta,Cagliari,2-0,V,2° tempo,2.33,53,13,2,6,2,198,243,81,1,,1.17,9,2,10,3,2,24,0,0,7,10,26,38,72,92,78,4,9,44,0.92,8,4,4,7,57,24,14,4,0,0,0,0,0,
5,27.09.2025,Como,Casa,Cremonese,1-1,N,Totale,1.31,58,14,6,3,4,377,451,84,3,1,1.31,5,3,7,7,0,14,0,0,17,25,53,47,52,93,56,3,9,33,0.51,23,16,11,15,73,47,21,4,1,0,1,0.82,-0.18,0
5,27.09.2025,Cremonese,Trasferta,Como,1-1,N,Totale,0.45,42,9,2,1,3,241,316,76,4,0,0.82,7,0,6,3,0,13,0,4,16,19,55,35,38,63,60,5,15,33,0.2,22,17,10,17,59,48,13,8,1,0,5,1.31,0.31,1
5,27.09.2025,Como,Casa,Cremonese,1-1,N,1° tempo,0.96,67,5,2,2,1,270,302,89,2,,1.05,1,2,3,2,0,6,0,0,9,16,29,55,24,44,55,1,5,20,0.27,9,8,6,9,67,21,10,1,1,0,0,0,0,
5,27.09.2025,Cremonese,Trasferta,Como,1-1,N,1° tempo,0.08,33,3,0,0,1,106,146,73,1,,0,3,0,1,2,0,5,0,2,8,10,27,37,18,36,50,0,3,0,0.06,10,9,4,9,44,27,5,4,1,0,1,1.05,0.05,
